date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:13	315/315	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/s10.histats.com/js15_as.html	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/s10.histats.com/js15_as.html	(from https://temucarttool.web.app/)
11:29:13	31181/31181	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/index-2.html	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/index-3.html	(from https://temucarttool.web.app/)
11:29:14	315/315	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/sstatic1.histats.com/006c506c5.html?3848257&101	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/sstatic1.histats.com/006c506c506c5.html	(from https://temucarttool.web.app/)
11:29:14	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/glyphicons-halflings-regular.eot	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/glyphicons-halflings-regular.eot	(from https://temucarttool.web.app/css/bootstrap.css)
11:29:15	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/glyphicons-halflings-regulard41dd41dd41dd41d.eot?	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/glyphicons-halflings-regulard41dd41dd41dd41dd41d.eot	(from https://temucarttool.web.app/css/bootstrap.css)
11:29:15	18028/18028	---M--	200	added ('OK')	font/woff2	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/glyphicons-halflings-regular.woff2	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/glyphicons-halflings-regular.woff2	(from https://temucarttool.web.app/css/bootstrap.css)
11:29:15	1544/1544	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/glyphicons-halflings-regular.html	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/glyphicons-halflings-regular.html	(from https://temucarttool.web.app/css/bootstrap.css)
11:29:15	45404/45404	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/glyphicons-halflings-regular.ttf	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/glyphicons-halflings-regular.ttf	(from https://temucarttool.web.app/css/bootstrap.css)
11:29:16	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/glyphicons-halflings-regular.svg	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/glyphicons-halflings-regular.svg	(from https://temucarttool.web.app/css/bootstrap.css)
11:29:16	10080/10080	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/img/bg.jpg	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/img/bg.jpg	(from https://temucarttool.web.app/css/style.css)
11:29:16	9132/9132	---M-Z	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/img/paypal-logo.png	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/img/paypal-logo.png	(from https://temucarttool.web.app/css/style.css)
11:29:17	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.eot?v=4.7.0	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.eot	(from https://temucarttool.web.app/css/font-awesome.min.css)
11:29:17	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/fontawesome-webfontd41dd41dd41dd41d.eot?	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/fontawesome-webfontd41dd41dd41dd41dd41d.eot	(from https://temucarttool.web.app/css/font-awesome.min.css)
11:29:17	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.woff2?v=4.7.0	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.woff2	(from https://temucarttool.web.app/css/font-awesome.min.css)
11:29:17	98024/98024	---M-Z	200	added ('OK')	font/woff	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.woff?v=4.7.0	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.woff	(from https://temucarttool.web.app/css/font-awesome.min.css)
11:29:18	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.ttf?v=4.7.0	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.ttf	(from https://temucarttool.web.app/css/font-awesome.min.css)
11:29:18	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2013:39:32%20GMT	https://temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.svg?v=4.7.0	C:/Users/vPro/OneDrive/Bureau/eBay/CPA/Clone%20LP/Temu%20LP/Temu_LP/temucarttool.web.app/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.svg	(from https://temucarttool.web.app/css/font-awesome.min.css)
